registered,instant,cnt,windspeed,yr,weathersit,casual,dteday,atemp,mnth,hum,temp,weekday,workingday,season,holiday
160,15712,195,0.194,1,1,35,2012-10-21,0.4697,10,0.44,0.48,0,0,4,0
124,15713,166,0.1642,1,1,42,2012-10-21,0.4242,10,0.54,0.42,0,0,4,0
95,15714,113,0.0,1,1,18,2012-10-21,0.4242,10,0.54,0.42,0,0,4,0
59,15715,66,0.0,1,1,7,2012-10-21,0.4394,10,0.54,0.44,0,0,4,0
28,15716,31,0.0,1,1,3,2012-10-22,0.4091,10,0.62,0.4,1,1,4,0
11,15717,11,0.0,1,1,0,2012-10-22,0.4091,10,0.71,0.4,1,1,4,0
4,15718,5,0.0,1,1,1,2012-10-22,0.3939,10,0.71,0.38,1,1,4,0
5,15719,6,0.0,1,1,1,2012-10-22,0.4091,10,0.62,0.4,1,1,4,0
6,15720,7,0.0,1,1,1,2012-10-22,0.3939,10,0.66,0.38,1,1,4,0
44,15721,46,0.0896,1,1,2,2012-10-22,0.3939,10,0.76,0.38,1,1,4,0
140,15722,144,0.0896,1,1,4,2012-10-22,0.3636,10,0.76,0.36,1,1,4,0
437,15723,452,0.0896,1,1,15,2012-10-22,0.3939,10,0.66,0.38,1,1,4,0
696,15724,728,0.0,1,1,32,2012-10-22,0.4394,10,0.67,0.44,1,1,4,0
335,15725,360,0.0896,1,1,25,2012-10-22,0.4545,10,0.63,0.46,1,1,4,0
161,15726,212,0.0,1,1,51,2012-10-22,0.4848,10,0.55,0.5,1,1,4,0
148,15727,211,0.1642,1,1,63,2012-10-22,0.5303,10,0.37,0.56,1,1,4,0
231,15728,283,0.0,1,1,52,2012-10-22,0.5455,10,0.35,0.58,1,1,4,0
227,15729,315,0.1642,1,1,88,2012-10-22,0.6212,10,0.29,0.62,1,1,4,0
209,15730,282,0.194,1,1,73,2012-10-22,0.6061,10,0.27,0.62,1,1,4,0
222,15731,296,0.1642,1,1,74,2012-10-22,0.6212,10,0.29,0.64,1,1,4,0
444,15732,524,0.1642,1,1,80,2012-10-22,0.6212,10,0.33,0.62,1,1,4,0
838,15733,922,0.1045,1,1,84,2012-10-22,0.6212,10,0.33,0.62,1,1,4,0
726,15734,786,0.1045,1,1,60,2012-10-22,0.5152,10,0.64,0.54,1,1,4,0
478,15735,514,0.1045,1,1,36,2012-10-22,0.5,10,0.52,0.52,1,1,4,0
382,15736,403,0.1045,1,1,21,2012-10-22,0.4848,10,0.59,0.5,1,1,4,0
155,15737,174,0.0896,1,1,19,2012-10-22,0.4697,10,0.67,0.48,1,1,4,0
158,15738,183,0.1343,1,1,25,2012-10-22,0.4545,10,0.82,0.46,1,1,4,0
143,15739,163,0.1045,1,1,20,2012-10-22,0.4545,10,0.82,0.46,1,1,4,0
32,15740,37,0.1642,1,1,5,2012-10-23,0.4545,10,0.88,0.46,2,1,4,0
16,15741,17,0.1642,1,1,1,2012-10-23,0.4545,10,0.77,0.46,2,1,4,0
6,15742,7,0.1343,1,1,1,2012-10-23,0.4394,10,0.88,0.44,2,1,4,0
1,15743,1,0.1343,1,1,0,2012-10-23,0.4394,10,0.77,0.44,2,1,4,0
6,15744,7,0.1045,1,1,1,2012-10-23,0.4242,10,0.77,0.42,2,1,4,0
49,15745,50,0.0896,1,1,1,2012-10-23,0.4394,10,0.77,0.44,2,1,4,0
152,15746,158,0.0896,1,1,6,2012-10-23,0.4091,10,0.82,0.4,2,1,4,0
519,15747,531,0.1045,1,2,12,2012-10-23,0.4394,10,0.77,0.44,2,1,4,0
733,15748,761,0.0896,1,2,28,2012-10-23,0.4545,10,0.72,0.46,2,1,4,0
305,15749,334,0.1045,1,2,29,2012-10-23,0.4848,10,0.72,0.5,2,1,4,0
171,15750,221,0.0,1,1,50,2012-10-23,0.5152,10,0.6,0.54,2,1,4,0
201,15751,253,0.0,1,1,52,2012-10-23,0.6212,10,0.53,0.6,2,1,4,0
298,15752,378,0.0896,1,2,80,2012-10-23,0.6212,10,0.46,0.62,2,1,4,0
244,15753,303,0.0,1,2,59,2012-10-23,0.6212,10,0.44,0.64,2,1,4,0
229,15754,296,0.1642,1,1,67,2012-10-23,0.6364,10,0.41,0.68,2,1,4,0
270,15755,346,0.2239,1,1,76,2012-10-23,0.6364,10,0.41,0.68,2,1,4,0
433,15756,541,0.0896,1,1,108,2012-10-23,0.6364,10,0.44,0.68,2,1,4,0
871,15757,938,0.0,1,1,67,2012-10-23,0.6364,10,0.41,0.68,2,1,4,0
762,15758,826,0.0896,1,1,64,2012-10-23,0.6212,10,0.53,0.62,2,1,4,0
457,15759,482,0.0896,1,1,25,2012-10-23,0.6212,10,0.57,0.62,2,1,4,0
334,15760,379,0.1343,1,1,45,2012-10-23,0.5455,10,0.64,0.58,2,1,4,0
260,15761,295,0.0,1,1,35,2012-10-23,0.5303,10,0.68,0.56,2,1,4,0
174,15762,194,0.1045,1,1,20,2012-10-23,0.5303,10,0.68,0.56,2,1,4,0
102,15763,111,0.1045,1,1,9,2012-10-23,0.5152,10,0.73,0.54,2,1,4,0
39,15764,46,0.0896,1,1,7,2012-10-24,0.5152,10,0.73,0.54,3,1,4,0
23,15765,27,0.0,1,1,4,2012-10-24,0.5152,10,0.68,0.54,3,1,4,0
6,15766,6,0.0,1,1,0,2012-10-24,0.5152,10,0.68,0.54,3,1,4,0
4,15767,4,0.0896,1,1,0,2012-10-24,0.4848,10,0.77,0.5,3,1,4,0
5,15768,6,0.0896,1,1,1,2012-10-24,0.4848,10,0.77,0.5,3,1,4,0
52,15769,53,0.0,1,1,1,2012-10-24,0.4848,10,0.82,0.5,3,1,4,0
162,15770,173,0.1045,1,1,11,2012-10-24,0.4697,10,0.82,0.48,3,1,4,0
506,15771,526,0.0896,1,1,20,2012-10-24,0.4848,10,0.88,0.5,3,1,4,0
777,15772,801,0.1045,1,2,24,2012-10-24,0.5,10,0.83,0.52,3,1,4,0
349,15773,373,0.0896,1,2,24,2012-10-24,0.5,10,0.77,0.52,3,1,4,0
142,15774,171,0.0,1,2,29,2012-10-24,0.5152,10,0.73,0.54,3,1,4,0
189,15775,236,0.0,1,1,47,2012-10-24,0.5455,10,0.64,0.58,3,1,4,0
268,15776,316,0.0896,1,1,48,2012-10-24,0.6061,10,0.61,0.62,3,1,4,0
241,15777,306,0.0,1,1,65,2012-10-24,0.6212,10,0.54,0.66,3,1,4,0
237,15778,301,0.2537,1,1,64,2012-10-24,0.6515,10,0.3,0.74,3,1,4,0
245,15779,308,0.1045,1,1,63,2012-10-24,0.6364,10,0.39,0.7,3,1,4,0
465,15780,532,0.1343,1,1,67,2012-10-24,0.6515,10,0.33,0.74,3,1,4,0
876,15781,963,0.0,1,1,87,2012-10-24,0.6212,10,0.47,0.66,3,1,4,0
795,15782,858,0.0,1,1,63,2012-10-24,0.6212,10,0.44,0.66,3,1,4,0
522,15783,572,0.0896,1,2,50,2012-10-24,0.6212,10,0.53,0.64,3,1,4,0
396,15784,441,0.0896,1,2,45,2012-10-24,0.6061,10,0.61,0.62,3,1,4,0
280,15785,313,0.1045,1,2,33,2012-10-24,0.6061,10,0.61,0.62,3,1,4,0
208,15786,238,0.1343,1,2,30,2012-10-24,0.6061,10,0.64,0.6,3,1,4,0
111,15787,123,0.0896,1,2,12,2012-10-24,0.5455,10,0.68,0.58,3,1,4,0
57,15788,76,0.1045,1,2,19,2012-10-25,0.6061,10,0.64,0.6,4,1,4,0
22,15789,28,0.0,1,1,6,2012-10-25,0.5455,10,0.68,0.58,4,1,4,0
15,15790,18,0.0,1,1,3,2012-10-25,0.5152,10,0.77,0.54,4,1,4,0
8,15791,8,0.1343,1,2,0,2012-10-25,0.5,10,0.88,0.52,4,1,4,0
4,15792,5,0.1045,1,2,1,2012-10-25,0.5,10,0.88,0.52,4,1,4,0
53,15793,55,0.1642,1,2,2,2012-10-25,0.5,10,0.88,0.52,4,1,4,0
168,15794,171,0.194,1,2,3,2012-10-25,0.5,10,0.88,0.52,4,1,4,0
477,15795,495,0.194,1,2,18,2012-10-25,0.5,10,0.88,0.52,4,1,4,0
746,15796,779,0.1642,1,2,33,2012-10-25,0.5,10,0.83,0.52,4,1,4,0
320,15797,343,0.194,1,2,23,2012-10-25,0.5,10,0.83,0.52,4,1,4,0
172,15798,225,0.1343,1,2,53,2012-10-25,0.5152,10,0.83,0.54,4,1,4,0
181,15799,238,0.1045,1,2,57,2012-10-25,0.5152,10,0.83,0.54,4,1,4,0
258,15800,319,0.1045,1,2,61,2012-10-25,0.5303,10,0.78,0.56,4,1,4,0
264,15801,313,0.0,1,2,49,2012-10-25,0.5303,10,0.78,0.56,4,1,4,0
214,15802,285,0.1343,1,1,71,2012-10-25,0.5909,10,0.73,0.6,4,1,4,0
242,15803,305,0.1343,1,1,63,2012-10-25,0.6061,10,0.65,0.62,4,1,4,0
407,15804,499,0.1642,1,1,92,2012-10-25,0.5909,10,0.69,0.6,4,1,4,0
774,15805,886,0.1642,1,1,112,2012-10-25,0.5909,10,0.69,0.6,4,1,4,0
732,15806,809,0.1045,1,1,77,2012-10-25,0.5303,10,0.83,0.56,4,1,4,0
497,15807,542,0.194,1,1,45,2012-10-25,0.5152,10,0.83,0.54,4,1,4,0
319,15808,347,0.1343,1,2,28,2012-10-25,0.5,10,0.88,0.52,4,1,4,0
247,15809,271,0.1343,1,2,24,2012-10-25,0.5,10,0.88,0.52,4,1,4,0
185,15810,207,0.0896,1,2,22,2012-10-25,0.5152,10,0.83,0.54,4,1,4,0
122,15811,135,0.1343,1,2,13,2012-10-25,0.5152,10,0.83,0.54,4,1,4,0
65,15812,71,0.0,1,2,6,2012-10-26,0.5152,10,0.77,0.54,5,1,4,0
32,15813,36,0.0896,1,2,4,2012-10-26,0.5,10,0.88,0.52,5,1,4,0
15,15814,19,0.1045,1,2,4,2012-10-26,0.5,10,0.88,0.52,5,1,4,0
8,15815,13,0.1642,1,2,5,2012-10-26,0.5,10,0.88,0.52,5,1,4,0
4,15816,5,0.1642,1,2,1,2012-10-26,0.5,10,0.88,0.52,5,1,4,0
47,15817,50,0.1045,1,2,3,2012-10-26,0.5,10,0.88,0.52,5,1,4,0
142,15818,144,0.0896,1,2,2,2012-10-26,0.5,10,0.88,0.52,5,1,4,0
408,15819,421,0.1045,1,2,13,2012-10-26,0.5,10,0.88,0.52,5,1,4,0
714,15820,734,0.1343,1,2,20,2012-10-26,0.5152,10,0.88,0.54,5,1,4,0
347,15821,403,0.1343,1,2,56,2012-10-26,0.5152,10,0.88,0.54,5,1,4,0
156,15822,197,0.1045,1,2,41,2012-10-26,0.5152,10,0.88,0.54,5,1,4,0
222,15823,290,0.1642,1,2,68,2012-10-26,0.5303,10,0.78,0.56,5,1,4,0
302,15824,392,0.194,1,2,90,2012-10-26,0.5455,10,0.73,0.58,5,1,4,0
260,15825,337,0.1343,1,2,77,2012-10-26,0.5455,10,0.68,0.58,5,1,4,0
252,15826,351,0.1343,1,2,99,2012-10-26,0.6061,10,0.64,0.6,5,1,4,0
306,15827,448,0.1045,1,2,142,2012-10-26,0.6061,10,0.61,0.62,5,1,4,0
445,15828,582,0.1642,1,2,137,2012-10-26,0.5455,10,0.73,0.58,5,1,4,0
692,15829,817,0.194,1,2,125,2012-10-26,0.5303,10,0.76,0.56,5,1,4,0
584,15830,665,0.1343,1,2,81,2012-10-26,0.5303,10,0.78,0.56,5,1,4,0
399,15831,471,0.1642,1,2,72,2012-10-26,0.5152,10,0.83,0.54,5,1,4,0
271,15832,311,0.1642,1,2,40,2012-10-26,0.5152,10,0.83,0.54,5,1,4,0
252,15833,292,0.1343,1,2,40,2012-10-26,0.5152,10,0.77,0.54,5,1,4,0
180,15834,217,0.1343,1,2,37,2012-10-26,0.5,10,0.83,0.52,5,1,4,0
159,15835,178,0.1642,1,1,19,2012-10-26,0.5,10,0.83,0.52,5,1,4,0
132,15836,142,0.1343,1,1,10,2012-10-27,0.4848,10,0.88,0.5,6,0,4,0
123,15837,146,0.1343,1,2,23,2012-10-27,0.4848,10,0.88,0.5,6,0,4,0
71,15838,90,0.194,1,2,19,2012-10-27,0.4848,10,0.88,0.5,6,0,4,0
21,15839,26,0.1642,1,1,5,2012-10-27,0.4848,10,0.88,0.5,6,0,4,0
12,15840,13,0.1642,1,2,1,2012-10-27,0.4848,10,0.88,0.5,6,0,4,0
7,15841,9,0.194,1,2,2,2012-10-27,0.4848,10,0.82,0.5,6,0,4,0
29,15842,31,0.194,1,2,2,2012-10-27,0.4848,10,0.82,0.5,6,0,4,0
79,15843,86,0.194,1,1,7,2012-10-27,0.4697,10,0.83,0.48,6,0,4,0
187,15844,213,0.2537,1,1,26,2012-10-27,0.4848,10,0.77,0.5,6,0,4,0
240,15845,328,0.2537,1,1,88,2012-10-27,0.4848,10,0.77,0.5,6,0,4,0
314,15846,479,0.2836,1,1,165,2012-10-27,0.5152,10,0.73,0.54,6,0,4,0
388,15847,585,0.2836,1,1,197,2012-10-27,0.5303,10,0.64,0.56,6,0,4,0
404,15848,668,0.2537,1,1,264,2012-10-27,0.6212,10,0.53,0.6,6,0,4,0
450,15849,760,0.2537,1,1,310,2012-10-27,0.6212,10,0.43,0.6,6,0,4,0
425,15850,750,0.2537,1,1,325,2012-10-27,0.6212,10,0.46,0.6,6,0,4,0
401,15851,711,0.2836,1,2,310,2012-10-27,0.5303,10,0.6,0.56,6,0,4,0
355,15852,612,0.2836,1,2,257,2012-10-27,0.5303,10,0.64,0.56,6,0,4,0
370,15853,618,0.2836,1,2,248,2012-10-27,0.5303,10,0.64,0.56,6,0,4,0
318,15854,456,0.2836,1,2,138,2012-10-27,0.5303,10,0.64,0.56,6,0,4,0
233,15855,300,0.2239,1,2,67,2012-10-27,0.5,10,0.72,0.52,6,0,4,0
238,15856,296,0.2239,1,2,58,2012-10-27,0.5,10,0.72,0.52,6,0,4,0
160,15857,209,0.2239,1,2,49,2012-10-27,0.5,10,0.72,0.52,6,0,4,0
116,15858,157,0.2537,1,2,41,2012-10-27,0.5,10,0.72,0.52,6,0,4,0
136,15859,167,0.3881,1,2,31,2012-10-27,0.5,10,0.68,0.52,6,0,4,0
97,15860,117,0.2985,1,3,20,2012-10-28,0.5,10,0.68,0.52,0,0,4,0
111,15861,133,0.2836,1,2,22,2012-10-28,0.4848,10,0.72,0.5,0,0,4,0
99,15862,116,0.2985,1,2,17,2012-10-28,0.4848,10,0.68,0.5,0,0,4,0
61,15863,79,0.3284,1,2,18,2012-10-28,0.4848,10,0.63,0.5,0,0,4,0
19,15864,20,0.3582,1,2,1,2012-10-28,0.4848,10,0.63,0.5,0,0,4,0
22,15865,28,0.2985,1,2,6,2012-10-28,0.4848,10,0.63,0.5,0,0,4,0
32,15866,39,0.3284,1,2,7,2012-10-28,0.4848,10,0.59,0.5,0,0,4,0
48,15867,65,0.2985,1,2,17,2012-10-28,0.4848,10,0.59,0.5,0,0,4,0
118,15868,173,0.5522,1,2,55,2012-10-28,0.4848,10,0.59,0.5,0,0,4,0
206,15869,330,0.4179,1,2,124,2012-10-28,0.4848,10,0.55,0.5,0,0,4,0
314,15870,434,0.4179,1,2,120,2012-10-28,0.4697,10,0.51,0.48,0,0,4,0
352,15871,462,0.3881,1,2,110,2012-10-28,0.4848,10,0.51,0.5,0,0,4,0
373,15872,491,0.4925,1,2,118,2012-10-28,0.4697,10,0.59,0.48,0,0,4,0
316,15873,391,0.4179,1,2,75,2012-10-28,0.4697,10,0.59,0.48,0,0,4,0
304,15874,402,0.4478,1,2,98,2012-10-28,0.4848,10,0.59,0.5,0,0,4,0
225,15875,301,0.4925,1,2,76,2012-10-28,0.4848,10,0.63,0.5,0,0,4,0
251,15876,293,0.4627,1,3,42,2012-10-28,0.4697,10,0.67,0.48,0,0,4,0
188,15877,225,0.5224,1,3,37,2012-10-28,0.4545,10,0.77,0.46,0,0,4,0
136,15878,154,0.4925,1,3,18,2012-10-28,0.4242,10,0.94,0.42,0,0,4,0
47,15879,54,0.3582,1,3,7,2012-10-28,0.4242,10,0.94,0.42,0,0,4,0
51,15880,55,0.4627,1,3,4,2012-10-28,0.4242,10,0.94,0.42,0,0,4,0
44,15881,46,0.4179,1,3,2,2012-10-28,0.4394,10,0.88,0.44,0,0,4,0
35,15882,37,0.3582,1,3,2,2012-10-28,0.4394,10,0.88,0.44,0,0,4,0
12,15883,14,0.3582,1,3,2,2012-10-28,0.4242,10,0.94,0.42,0,0,4,0
20,15884,22,0.3582,1,3,2,2012-10-29,0.4394,10,0.88,0.44,1,1,4,0
105,15885,116,0.3582,1,3,11,2012-10-30,0.2727,10,0.81,0.3,2,1,4,0
118,15886,126,0.3582,1,3,8,2012-10-30,0.2727,10,0.81,0.3,2,1,4,0
114,15887,124,0.2537,1,3,10,2012-10-30,0.2879,10,0.87,0.3,2,1,4,0
83,15888,98,0.2537,1,3,15,2012-10-30,0.2879,10,0.87,0.3,2,1,4,0
105,15889,124,0.2239,1,3,19,2012-10-30,0.2879,10,0.87,0.3,2,1,4,0
139,15890,143,0.1343,1,3,4,2012-10-30,0.303,10,0.87,0.3,2,1,4,0
109,15891,115,0.194,1,2,6,2012-10-30,0.4848,10,0.68,0.5,2,1,4,0
76,15892,81,0.194,1,2,5,2012-10-30,0.2879,10,0.81,0.3,2,1,4,0
60,15893,64,0.1045,1,2,4,2012-10-30,0.3182,10,0.87,0.3,2,1,4,0
64,15894,66,0.1343,1,1,2,2012-10-30,0.303,10,0.81,0.3,2,1,4,0
36,15895,39,0.1343,1,1,3,2012-10-30,0.303,10,0.81,0.3,2,1,4,0
16,15896,16,0.1045,1,2,0,2012-10-31,0.3182,10,0.81,0.3,3,1,4,0
8,15897,8,0.0896,1,2,0,2012-10-31,0.3182,10,0.81,0.3,3,1,4,0
7,15898,7,0.1343,1,2,0,2012-10-31,0.303,10,0.81,0.3,3,1,4,0
3,15899,3,0.1045,1,2,0,2012-10-31,0.3182,10,0.81,0.3,3,1,4,0
5,15900,5,0.194,1,2,0,2012-10-31,0.2879,10,0.87,0.3,3,1,4,0
24,15901,24,0.1343,1,2,0,2012-10-31,0.303,10,0.81,0.3,3,1,4,0
116,15902,116,0.1642,1,1,0,2012-10-31,0.303,10,0.81,0.3,3,1,4,0
334,15903,337,0.1343,1,2,3,2012-10-31,0.303,10,0.87,0.3,3,1,4,0
615,15904,621,0.1343,1,1,6,2012-10-31,0.3333,10,0.81,0.32,3,1,4,0
280,15905,297,0.1343,1,1,17,2012-10-31,0.3333,10,0.76,0.34,3,1,4,0
147,15906,168,0.2836,1,1,21,2012-10-31,0.3333,10,0.71,0.36,3,1,4,0
152,15907,189,0.2239,1,2,37,2012-10-31,0.3485,10,0.66,0.36,3,1,4,0
197,15908,241,0.194,1,1,44,2012-10-31,0.4091,10,0.58,0.4,3,1,4,0
191,15909,213,0.2239,1,1,22,2012-10-31,0.4242,10,0.5,0.42,3,1,4,0
179,15910,224,0.2239,1,2,45,2012-10-31,0.4242,10,0.5,0.42,3,1,4,0
197,15911,230,0.1642,1,1,33,2012-10-31,0.4242,10,0.54,0.42,3,1,4,0
373,15912,424,0.2239,1,2,51,2012-10-31,0.4242,10,0.54,0.42,3,1,4,0
684,15913,723,0.1642,1,2,39,2012-10-31,0.4091,10,0.58,0.4,3,1,4,0
556,15914,584,0.1642,1,2,28,2012-10-31,0.4091,10,0.58,0.4,3,1,4,0
383,15915,410,0.194,1,2,27,2012-10-31,0.4091,10,0.5,0.4,3,1,4,0
259,15916,268,0.194,1,2,9,2012-10-31,0.4091,10,0.5,0.4,3,1,4,0
180,15917,192,0.194,1,2,12,2012-10-31,0.4091,10,0.5,0.4,3,1,4,0
147,15918,165,0.1343,1,1,18,2012-10-31,0.3485,10,0.57,0.36,3,1,4,0
94,15919,101,0.0896,1,1,7,2012-10-31,0.3636,10,0.57,0.36,3,1,4,0
52,15920,60,0.0896,1,1,8,2012-11-01,0.3636,11,0.57,0.36,4,1,4,0
22,15921,30,0.1045,1,1,8,2012-11-01,0.3182,11,0.75,0.3,4,1,4,0
10,15922,20,0.1343,1,1,10,2012-11-01,0.3333,11,0.66,0.32,4,1,4,0
10,15923,15,0.1343,1,1,5,2012-11-01,0.3333,11,0.61,0.34,4,1,4,0
8,15924,10,0.1045,1,2,2,2012-11-01,0.3485,11,0.66,0.34,4,1,4,0
39,15925,40,0.1343,1,1,1,2012-11-01,0.3333,11,0.66,0.34,4,1,4,0
146,15926,148,0.1642,1,1,2,2012-11-01,0.3333,11,0.61,0.34,4,1,4,0
414,15927,420,0.1642,1,2,6,2012-11-01,0.3485,11,0.57,0.36,4,1,4,0
668,15928,680,0.1045,1,2,12,2012-11-01,0.3788,11,0.56,0.36,4,1,4,0
310,15929,331,0.1045,1,3,21,2012-11-01,0.3636,11,0.57,0.36,4,1,4,0
133,15930,146,0.194,1,3,13,2012-11-01,0.3485,11,0.62,0.36,4,1,4,0
156,15931,170,0.194,1,3,14,2012-11-01,0.3485,11,0.62,0.36,4,1,4,0
198,15932,221,0.1642,1,3,23,2012-11-01,0.3939,11,0.62,0.38,4,1,4,0
199,15933,248,0.1642,1,2,49,2012-11-01,0.4091,11,0.58,0.4,4,1,4,0
154,15934,185,0.2239,1,2,31,2012-11-01,0.4091,11,0.5,0.4,4,1,4,0
179,15935,214,0.1642,1,2,35,2012-11-01,0.4091,11,0.54,0.4,4,1,4,0
313,15936,344,0.1642,1,2,31,2012-11-01,0.4091,11,0.54,0.4,4,1,4,0
652,15937,689,0.2239,1,3,37,2012-11-01,0.4091,11,0.5,0.4,4,1,4,0
628,15938,678,0.1642,1,2,50,2012-11-01,0.4091,11,0.5,0.4,4,1,4,0
424,15939,452,0.1642,1,2,28,2012-11-01,0.4091,11,0.5,0.4,4,1,4,0
280,15940,296,0.2537,1,2,16,2012-11-01,0.3939,11,0.54,0.38,4,1,4,0
238,15941,267,0.1343,1,2,29,2012-11-01,0.3939,11,0.54,0.38,4,1,4,0
175,15942,202,0.1642,1,1,27,2012-11-01,0.3485,11,0.57,0.36,4,1,4,0
112,15943,120,0.1642,1,1,8,2012-11-01,0.3333,11,0.57,0.34,4,1,4,0
40,15944,50,0.1642,1,1,10,2012-11-02,0.3333,11,0.57,0.34,5,1,4,0
19,15945,24,0.1642,1,1,5,2012-11-02,0.3182,11,0.66,0.32,5,1,4,0
7,15946,10,0.1642,1,1,3,2012-11-02,0.3182,11,0.66,0.32,5,1,4,0
3,15947,3,0.1642,1,1,0,2012-11-02,0.303,11,0.7,0.3,5,1,4,0
6,15948,7,0.1045,1,1,1,2012-11-02,0.3182,11,0.7,0.3,5,1,4,0
25,15949,26,0.1642,1,2,1,2012-11-02,0.3182,11,0.66,0.32,5,1,4,0
120,15950,122,0.1642,1,1,2,2012-11-02,0.303,11,0.7,0.3,5,1,4,0
349,15951,357,0.1343,1,2,8,2012-11-02,0.303,11,0.7,0.3,5,1,4,0
656,15952,687,0.1045,1,1,31,2012-11-02,0.3333,11,0.57,0.32,5,1,4,0
355,15953,382,0.1045,1,1,27,2012-11-02,0.3485,11,0.53,0.34,5,1,4,0
183,15954,204,0.2985,1,1,21,2012-11-02,0.3939,11,0.46,0.38,5,1,4,0
179,15955,221,0.4179,1,1,42,2012-11-02,0.4242,11,0.41,0.42,5,1,4,0
240,15956,292,0.3582,1,1,52,2012-11-02,0.4242,11,0.41,0.42,5,1,4,0
230,15957,294,0.3582,1,1,64,2012-11-02,0.4091,11,0.43,0.4,5,1,4,0
199,15958,262,0.4925,1,2,63,2012-11-02,0.4091,11,0.4,0.4,5,1,4,0
255,15959,306,0.4179,1,2,51,2012-11-02,0.4091,11,0.4,0.4,5,1,4,0
373,15960,421,0.3284,1,1,48,2012-11-02,0.3939,11,0.4,0.38,5,1,4,0
581,15961,638,0.3284,1,1,57,2012-11-02,0.3939,11,0.4,0.38,5,1,4,0
490,15962,522,0.3284,1,2,32,2012-11-02,0.3939,11,0.43,0.38,5,1,4,0
336,15963,374,0.2985,1,2,38,2012-11-02,0.3939,11,0.43,0.38,5,1,4,0
207,15964,221,0.4179,1,2,14,2012-11-02,0.3333,11,0.46,0.36,5,1,4,0
133,15965,156,0.3582,1,2,23,2012-11-02,0.3333,11,0.46,0.36,5,1,4,0
135,15966,149,0.2537,1,1,14,2012-11-02,0.3333,11,0.46,0.36,5,1,4,0
108,15967,119,0.2985,1,1,11,2012-11-02,0.303,11,0.53,0.34,5,1,4,0
99,15968,108,0.1642,1,1,9,2012-11-03,0.3333,11,0.53,0.34,6,0,4,0
83,15969,89,0.3284,1,2,6,2012-11-03,0.303,11,0.49,0.34,6,0,4,0
36,15970,46,0.2537,1,2,10,2012-11-03,0.3182,11,0.49,0.34,6,0,4,0
22,15971,28,0.2537,1,2,6,2012-11-03,0.3182,11,0.49,0.34,6,0,4,0
8,15972,16,0.2985,1,2,8,2012-11-03,0.303,11,0.49,0.32,6,0,4,0
8,15973,9,0.2537,1,2,1,2012-11-03,0.303,11,0.49,0.32,6,0,4,0
17,15974,21,0.194,1,2,4,2012-11-03,0.3182,11,0.49,0.32,6,0,4,0
58,15975,59,0.2537,1,2,1,2012-11-03,0.303,11,0.49,0.32,6,0,4,0
132,15976,142,0.2985,1,2,10,2012-11-03,0.303,11,0.46,0.34,6,0,4,0
188,15977,219,0.2985,1,2,31,2012-11-03,0.303,11,0.49,0.34,6,0,4,0
260,15978,328,0.3881,1,1,68,2012-11-03,0.3333,11,0.46,0.36,6,0,4,0
284,15979,340,0.3881,1,2,56,2012-11-03,0.3333,11,0.46,0.36,6,0,4,0
320,15980,394,0.4627,1,2,74,2012-11-03,0.3182,11,0.46,0.36,6,0,4,0
339,15981,449,0.3582,1,2,110,2012-11-03,0.3333,11,0.46,0.36,6,0,4,0
319,15982,455,0.3284,1,2,136,2012-11-03,0.3333,11,0.5,0.36,6,0,4,0
331,15983,448,0.4478,1,2,117,2012-11-03,0.3182,11,0.46,0.36,6,0,4,0
292,15984,400,0.3284,1,2,108,2012-11-03,0.3333,11,0.46,0.36,6,0,4,0
298,15985,410,0.2985,1,2,112,2012-11-03,0.3333,11,0.46,0.36,6,0,4,0
239,15986,297,0.2836,1,2,58,2012-11-03,0.3333,11,0.46,0.36,6,0,4,0
217,15987,239,0.1642,1,1,22,2012-11-03,0.3485,11,0.5,0.36,6,0,4,0
158,15988,181,0.1343,1,1,23,2012-11-03,0.3333,11,0.53,0.34,6,0,4,0
135,15989,166,0.1045,1,1,31,2012-11-03,0.3485,11,0.53,0.34,6,0,4,0
133,15990,146,0.1045,1,1,13,2012-11-03,0.3333,11,0.57,0.32,6,0,4,0
133,15991,148,0.1045,1,1,15,2012-11-03,0.3333,11,0.57,0.32,6,0,4,0
97,15992,102,0.1045,1,1,5,2012-11-04,0.3182,11,0.61,0.3,0,0,4,0
139,15993,165,0.0896,1,1,26,2012-11-04,0.2879,11,0.81,0.26,0,0,4,0
31,15994,37,0.0,1,1,6,2012-11-04,0.3333,11,0.65,0.3,0,0,4,0
10,15995,11,0.1045,1,1,1,2012-11-04,0.2879,11,0.61,0.28,0,0,4,0
7,15996,9,0.1343,1,1,2,2012-11-04,0.2727,11,0.65,0.26,0,0,4,0
5,15997,5,0.1045,1,1,0,2012-11-04,0.2727,11,0.65,0.26,0,0,4,0
14,15998,16,0.1343,1,1,2,2012-11-04,0.2879,11,0.61,0.28,0,0,4,0
39,15999,50,0.1045,1,1,11,2012-11-04,0.2727,11,0.65,0.26,0,0,4,0
115,16000,149,0.1343,1,1,34,2012-11-04,0.303,11,0.56,0.3,0,0,4,0
161,16001,217,0.0,1,1,56,2012-11-04,0.3333,11,0.53,0.32,0,0,4,0
287,16002,360,0.194,1,1,73,2012-11-04,0.3333,11,0.49,0.34,0,0,4,0
311,16003,445,0.2239,1,1,134,2012-11-04,0.3939,11,0.46,0.38,0,0,4,0
